issue_number,url,title,input_sha256,retrieval_complete,truncated,reviewer,review_action,review_route,jev_status,jev_route,jev_reason,route_agrees,review_design,jev_design_probability,jev_design_label,review_agent_behavior,jev_agent_behavior_probability,jev_agent_behavior_label,review_memory,jev_memory_probability,jev_memory_label,review_cross_repo,jev_cross_repo_probability,jev_cross_repo_label,review_substance,jev_substance_probability,jev_substance_label,review_design_context,jev_design_context_probability,jev_design_context_label,review_reason,review_flags,review_evidence,input_file,request_file,review_file,result_file,response_file
4192,https://github.com/OpenHands/software-agent-sdk/issues/4192,[Bug]: restarting agent-server quickly loses all historical conversations,be2b86b176c54ce2e314605a646f009c75eb9d2d5f1532db39f2e41eb9c7540b,True,False,field_notes_site,investigate,write,ok,defer,uncertain_design_context,False,yes,0.9,yes,no,0.71,yes,yes,0.97,yes,yes,0.31,no,yes,0.84,yes,yes,0.48,no,A fast restart makes durable conversation history disappear because of suspected ownership locks. The uncertain root cause does not make the clear Canvas reproduction and desired rehydration insufficient; persistence versus ownership is a substantive design question.,[],"[{""text"": ""Restarting just rehydrates all conversations"", ""supports"": [""design"", ""memory"", ""cross_repo"", ""design_context""]}]",inputs/group-3.json,requests/4192.json,reviews/group-3.json,results/4192.json,responses/4192/attempt-01.json
4195,https://github.com/OpenHands/software-agent-sdk/issues/4195,[Feature]: optional seam to surface external containment verdicts as agent observations,a2b21fb659d0444858580296c5e59edf0130b5fe8ece265da08164a0bf198c57,True,False,field_notes_pipeline,investigate,write,ok,write,relevant_with_substance,True,yes,0.93,yes,yes,0.94,yes,no,0.2,no,no,0.38,no,yes,0.85,yes,yes,0.78,yes,The author separates external enforcement from SDK explanation and asks for a supported observation seam. Distinguishing policy denial from missing resources directly changes agent recovery behavior; the scope and alternatives are unusually clear.,[],"[{""text"": ""The missing piece is purely the explanation path back to the agent."", ""supports"": [""agent_behavior""]}, {""text"": ""Enforcement stays entirely outside the SDK."", ""supports"": [""design"", ""design_context""]}]",inputs/group-2.json,requests/4195.json,reviews/group-2.json,results/4195.json,responses/4195/attempt-01.json
4235,https://github.com/OpenHands/software-agent-sdk/issues/4235,Add support for including screenshots in PRs,10a8d441879e8d48cf6c60272e65d3618657dd00f86c0d4b9581cb9a4fbfba2c,True,False,field_notes_runtime,investigate,write,ok,write,relevant_with_substance,True,yes,0.93,yes,yes,0.69,yes,no,0.07,no,no,0.45,no,yes,0.78,yes,yes,0.84,yes,"The request links agent-generated visual evidence to capture, publication, access and stable rendering. Its upload/attachment boundary and failure handling support a substantive tool-workflow design investigation.",[],"[{""text"": ""have stable accessible URLs, correct alt text, and clear failure handling for invalid files."", ""supports"": [""design"", ""agent_behavior"", ""design_context""]}]",inputs/group-1.json,requests/4235.json,reviews/group-1.json,results/4235.json,responses/4235/attempt-01.json
4236,https://github.com/OpenHands/software-agent-sdk/issues/4236,[Agent] Better support for images in OpenHands,9ac37c4c38e7117fcce24a5993e75e57cc4277b5c8aa2c9a223ab5be38e5f072,True,False,field_notes_runtime,investigate,write,ok,defer,uncertain_design_context,False,yes,0.91,yes,yes,0.78,yes,no,0.14,no,no,0.42,no,yes,0.75,yes,yes,0.5,no,The broad feature request clearly names image ingress and output across agent interfaces. It is a legitimate multimodal capability investigation even though implementation choices remain open.,"[""standalone_issue_scope""]","[{""text"": ""reading images from various entrypoints into OpenHands"", ""supports"": [""agent_behavior"", ""design_context""]}]",inputs/group-1.json,requests/4236.json,reviews/group-1.json,results/4236.json,responses/4236/attempt-01.json
4237,https://github.com/OpenHands/software-agent-sdk/issues/4237,[Enhancement] Create CLI-specific prompts that remove browser action space,54dfbf5710a210fe9e7cbe006e048428953919dabb631de99f896fab9bafa72a,True,False,field_notes_runtime,investigate,write,ok,write,relevant_with_substance,True,yes,0.85,yes,yes,0.96,yes,no,0.11,no,no,0.42,no,yes,0.8,yes,yes,0.85,yes,Clear failures connect prompt action space to runtime capabilities. The proposed CLI-specific prompts raise useful design questions about capability-driven prompting and wasted agent actions.,[],"[{""text"": ""The system prompt doesn't change based on runtime type"", ""supports"": [""design"", ""agent_behavior"", ""design_context""]}]",inputs/group-2.json,requests/4237.json,reviews/group-2-tail.json,results/4237.json,responses/4237/attempt-01.json
4238,https://github.com/OpenHands/software-agent-sdk/issues/4238,Enable/disable individual secrets,9a8c70f87166c4558544b0666f0c9e1be7330d52ee43752dddf34cdebedc2771,True,False,field_notes_pipeline,skip,skip,ok,defer,uncertain_design_context,False,no,0.83,yes,no,0.11,no,no,0.14,no,no,0.14,no,no,0.57,no,yes,0.63,no,"A reversible enabled/disabled toggle for stored secrets is a clear product request. The text supplies adequate intent for its size but does not describe a complex permission, propagation, or agent-behavior question requiring a design note.",[],"[{""text"": ""disable them, but not fully delete them."", ""supports"": [""design_context""]}]",inputs/group-2.json,requests/4238.json,reviews/group-2.json,results/4238.json,responses/4238/attempt-01.json
4239,https://github.com/OpenHands/software-agent-sdk/issues/4239,Multi-repo/Cross-repo Awareness,4397d3bcf2ae5ada20de2c94484500574c35f9ee56b3d22bd74b294bd9d8d828,True,False,field_notes_runtime,investigate,write,ok,defer,uncertain_design_context,False,yes,0.93,yes,yes,0.85,yes,yes,0.91,yes,no,0.33,no,yes,0.79,yes,yes,0.5,no,"Automatic dependency discovery and maintained repository knowledge are substantive agent-context capabilities. The cross-repo topic concerns arbitrary user repositories, not a concrete contract between the three listed OpenHands repositories.","[""incidental_keyword""]","[{""text"": ""Automatically maintaining a repo.md with this knowledge"", ""supports"": [""memory"", ""agent_behavior"", ""design_context""]}]",inputs/group-1.json,requests/4239.json,reviews/group-1.json,results/4239.json,responses/4239/attempt-01.json
4240,https://github.com/OpenHands/software-agent-sdk/issues/4240,[CLI / GUI] Conversations should be shared between CLI and GUI,657e1490bfa163ae76de50701cb2c037802265200f4c9adbbe15c2436bd77abc,True,False,field_notes_runtime,investigate,write,ok,defer,uncertain_design_context,False,yes,0.93,yes,yes,0.16,no,yes,0.97,yes,no,0.64,no,yes,0.78,yes,yes,0.68,no,The issue clearly asks for conversation history and resumability across two user interfaces. Storage compatibility and execution ownership are worth investigating despite the brief user-oriented specification.,"[""standalone_issue_scope""]","[{""text"": ""the CLI could resume a conversation from GUI"", ""supports"": [""memory"", ""agent_behavior"", ""design_context""]}]",inputs/group-1.json,requests/4240.json,reviews/group-1.json,results/4240.json,responses/4240/attempt-01.json
4242,https://github.com/OpenHands/software-agent-sdk/issues/4242,Frontmatter field for multiple repos,8bf565e69de9d4769525cac10c0cd440ea35db05a2d357e2a676482496ceb0ac,True,False,field_notes_pipeline,investigate,write,ok,defer,uncertain_design_context,False,yes,0.87,yes,yes,0.79,yes,no,0.12,no,no,0.32,no,yes,0.65,no,yes,0.63,no,"The proposal poses a small but clear workspace design choice: declarative dependency repositories, automatic cloning, or instructions to the agent. The named frontend/backend repos illustrate the feature rather than establish an actual cross-repo compatibility change.",[],"[{""text"": ""Maybe then we could clone automatically, or maybe we can insert a sentence for the agent to start by cloning those repos."", ""supports"": [""design"", ""agent_behavior"", ""design_context""]}]",inputs/group-2.json,requests/4242.json,reviews/group-2.json,results/4242.json,responses/4242/attempt-01.json
4244,https://github.com/OpenHands/software-agent-sdk/issues/4244,[PRD] MVP - Clone a Conversation,afc3bf9459f623a42f066a996818fce4c3bea1d4222d526d39ddd9f9017441eb,True,False,field_notes_runtime,investigate,write,ok,write,relevant_with_substance,True,yes,0.93,yes,yes,0.59,no,yes,0.92,yes,unclear,0.27,no,yes,0.74,yes,yes,0.8,yes,"Cloning trajectory and workspace raises substantive context reuse, snapshot consistency and runtime-sharing questions. The user scenarios suffice; the precise SDK/OpenHands implementation boundary is not assigned in this description.","[""ambiguous_repo_boundary""]","[{""text"": ""Should we prompt the user if they'd like the new conversation to re-use the existing runtime?"", ""supports"": [""design"", ""memory"", ""substance""]}]",inputs/group-2.json,requests/4244.json,reviews/group-2-tail.json,results/4244.json,responses/4244/attempt-01.json
4245,https://github.com/OpenHands/software-agent-sdk/issues/4245,[Bug]: Agent-Server Webhook Connection Failures Cause Container Crashes and Sandbox Connection Errors,8e4d8ba022d82804c60ecb79e6d4b181f041ce3d6f6a8fddbbdf058fc2b0679e,True,False,field_notes_runtime,investigate,write,ok,defer,uncertain_design_context,False,yes,0.83,yes,yes,0.88,yes,no,0.06,no,yes,0.61,no,yes,0.83,yes,yes,0.38,no,"The supplied symptoms establish a concrete Agent Server-to-OpenHands webhook boundary and a failure-containment question: delivery outages should not strand conversations. The asserted causal chain needs verification, but the desired behavior is clear.",[],"[{""text"": ""Webhook failures should not crash conversations"", ""supports"": [""design"", ""agent_behavior"", ""design_context""]}]",inputs/group-2.json,requests/4245.json,reviews/group-2-tail.json,results/4245.json,responses/4245/attempt-01.json
4246,https://github.com/OpenHands/software-agent-sdk/issues/4246,[Bug]:bserved Behavior: The agent remains idle. No visual feedback or error notification is shown in the interface.,92bf3f531744c12c6276263cb517b71d8554954f6ecfc98e35b32986d487effa,True,False,field_notes_pipeline,investigate,write,ok,defer,uncertain_design_context,False,yes,0.81,yes,yes,0.94,yes,no,0.04,no,yes,0.65,yes,yes,0.8,yes,yes,0.47,no,"Despite repetitive diagnostic text and speculative timeout causes, the actual failure is clear: MCP initialization times out while the app shows an idle, apparently usable session. Error-state propagation between SDK initialization and the UI is a concrete behavioral and cross-repository contract.",[],"[{""text"": ""No error messages are displayed in the UI, but the backend logs reveal a critical timeout"", ""supports"": [""agent_behavior"", ""cross_repo"", ""design_context""]}]",inputs/group-2.json,requests/4246.json,reviews/group-2.json,results/4246.json,responses/4246/attempt-01.json
4247,https://github.com/OpenHands/software-agent-sdk/issues/4247,[Bug]: LLM Provider NOT provided with LM Studio,94d1f5827e1d998d261bbbfb44f259e3c1967c8fa118f717cd8c057984ee240e,True,False,field_notes_pipeline,uncertain,defer,ok,needs_info,insufficient_design_context,False,unclear,0.52,no,no,0.79,yes,no,0.03,no,no,0.36,no,unclear,0.66,no,yes,0.17,no,"The reporter clearly wants a documented local-LLM setup to work and identifies provider-detection failure while the model endpoint responds. That is enough for an issue, but the text does not reveal whether there is a substantive SDK boundary bug or ordinary configuration trouble; screenshot contents are unavailable here.",[],"[{""text"": ""LLM Provider NOT provided with LM Studio"", ""supports"": [""design_context""]}]",inputs/group-2.json,requests/4247.json,reviews/group-2.json,results/4247.json,responses/4247/attempt-01.json
4248,https://github.com/OpenHands/software-agent-sdk/issues/4248,[Bug]: Missing required parameters for function 'execute_bash': {'security_risk'},194257d537d0479c2ce08ea9547410d5737d45ca5162d8f3c50ce3085e67b67d,True,False,field_notes_site,uncertain,defer,ok,needs_info,insufficient_design_context,False,unclear,0.54,no,yes,0.89,yes,no,0.04,no,no,0.34,no,unclear,0.55,no,yes,0.08,no,"The named model and precise missing tool-schema parameter identify a real agent invocation problem with an implicit expected successful call. The sparse report leaves significance and mechanism uncertain, but a known solution is not required to understand the bug.",[],"[{""text"": ""Error: Missing required parameters for function 'execute_bash': {'security_risk'}"", ""supports"": [""agent_behavior"", ""design_context""]}]",inputs/group-3.json,requests/4248.json,reviews/group-3.json,results/4248.json,responses/4248/attempt-01.json
4250,https://github.com/OpenHands/software-agent-sdk/issues/4250,[Bug]: Workers AI broken,f6b7d85dcd87d24cc5d852c09e88df58dc5ef8880225671034851810dc499f38,True,False,field_notes_pipeline,uncertain,defer,ok,needs_info,insufficient_design_context,False,unclear,0.45,no,yes,0.84,yes,no,0.39,no,no,0.24,no,unclear,0.46,no,unclear,0.16,no,"The model cannot be used, but the description combines a short-context guard with a different provider authentication error and omits the configuration linking them. There may be an interesting capability/routing problem, but the text does not establish its scope or distinguish normal validation from a defect.",[],"[{""text"": ""Even though I have configured it right"", ""supports"": [""design_context""]}, {""text"": ""context window of 4,096 tokens"", ""supports"": [""agent_behavior""]}]",inputs/group-2.json,requests/4250.json,reviews/group-2.json,results/4250.json,responses/4250/attempt-01.json
4251,https://github.com/OpenHands/software-agent-sdk/issues/4251,Security: OWASP Agent Memory Guard integration for memory poisoning defense,041fcb8a53ce0cee24461c0d329b73e330fa1bde6504b28e5694abef9746c246,True,False,field_notes_runtime,investigate,write,ok,defer,uncertain_design_context,False,yes,0.92,yes,yes,0.92,yes,yes,0.96,yes,no,0.26,no,yes,0.8,yes,yes,0.67,no,"The request identifies persistent prompt injection through agent memory and a proposed enforcement seam. Vendor performance claims need verification, but the threat and intended behavior are clear enough to investigate.",[],"[{""text"": ""A malicious file, webpage, or tool output can inject content into the agent's memory/context"", ""supports"": [""agent_behavior"", ""memory"", ""design_context""]}]",inputs/group-1.json,requests/4251.json,reviews/group-1.json,results/4251.json,responses/4251/attempt-01.json
